anuncio/propriedade,tipo,freguesia,concelho,distrito,area(m²),valor renda(€/mes)
Armazém  no Porto Alto (Estrada Nacional 10),Armazém,Samora Correia,Benavente,Santarém,2000.0,11000
"Armazém com vista para Av. AEP, Zona Industrial Porto",Armazém,Desconhecido,Ramalde,Porto,2000.0,15000
Escritório | Infante Santo 2,Escritório,Desconhecido,Estrela,Lisboa,1990.9,31854
Armazém para arrendar em setúbal,Armazém,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,1970.0,7090
Armazém  para arrendamento,Armazém,Desconhecido,Beja (Santiago Maior e São João Baptista),Beja,1914.0,2700
Armazém para arrendamento - Zona Industrial de Oiã,Armazém,Oiã,Oliveira do Bairro,Aveiro,1913.0,10500
Armazém  para arrendamento,Armazém,Pussos São Pedro,Alvaiázere,Leiria,1900.0,5000
Loja em Edifício do PINGO DOCE do Sobralinho em Alverca d...,Loja,Alverca do Ribatejo e Sobralinho,Vila Franca de Xira,Lisboa,1900.0,4500
Armazém com cais de carga a 1 minuto da A1.,Armazém,Grijó e Sermonde,Vila Nova de Gaia,Porto,1900.0,4450
Armazém 1900 m2 com cais de carga. Z.I. Carvalhos. Acesso A1 a 300 mt,Armazém,Pedroso e Seixezelo,Vila Nova de Gaia,Porto,1900.0,4100
Armazém para arrendamento na Zona Industrial de Mamodeiro!,Armazém,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,1870.17,12500
Armazém para arrendamento na Zona Industrial de Mamodeiro,Armazém,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,1870.17,12500
Escritório | Infante Santo 2,Escritório,Desconhecido,Estrela,Lisboa,1866.7,29867
Armazém 1854m2 (6 cais c/nivelador+2 rampas) + logradouro c/ 5613m2!,Armazém,Milheirós,Maia,Porto,1854.0,10197
ARMAZÉM - ARRIFANA,Armazém,Arrifana,Santa Maria da Feira,Aveiro,1850.0,7350
"ANADIA - Arrendo loja c/montra, w.c e arrumos!",Loja,Arcos e Mogofores,Anadia,Aveiro,24.0,235
Loja Amadora / Falagueira,Loja,Falagueira-Venda Nova,Amadora,Lisboa,16.0,300
Gabinete para Terapeutas Centro do Porto,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",25.0,105
Gabinete Terapeutico - Pacote 10h Centro do Porto,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",25.0,105
ESCRITÓRIOS - AV. LIBERDADE,Escritório,Desconhecido,Braga (São José de São Lázaro e São João do Souto),Braga,30.0,103
Armazém Porto Mós/Pedreiras  (Leiria),Armazém,Pedreiras,Porto de Mós,Leiria,1500.0,4500
Armazém Porto Mós/Pedreiras  (Leiria),Armazém,Pedreiras,Porto de Mós,Leiria,5200.0,16000
Apartamento T3 para arrendamento,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,122.0,1400
Arrenda T2 Colinas do Cruzeiro com Box para 3 carros,Apartamento,Desconhecido,Odivelas,Lisboa,120.0,1800
"Apartamento T2 para férias, Caniço, Ilha da Madeira",Apartamento,Caniço,Santa Cruz,Ilha da Madeira,80.0,500
Apartamento T3 varanda e lugar de garagem,Apartamento,Desconhecido,União de Freguesias da cidade de Santarém,Santarém,123.9,950
Escritório com 17m2,Escritório,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,17.0,150
Apartamento T2 | Senhora da Hora,Apartamento,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,72.0,1300
Loja no CC 123 (Centro de Felgueiras),Loja,Margaride (Santa Eulália),Várzea,"Lagares, Varziela e Moure, Felgueiras, Porto",130.0,1500
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Misericórdia,Lisboa,72.0,1650
Arrecadação/Armazém/Estúdio/Espaço Amplo/Central/Metro a 400m,Armazém,Desconhecido,Paranhos,Porto,14.0,150
Apartamento T3+1 para arrendamento sem móveis em Miraflores,Apartamento,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",165.0,2000
Posto de Trabalho no 626 Business Center em Paranhos,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",5.0,150
Armazém para arrendamento na Zona Industrial de Mamodeiro!,Armazém,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,1870.17,12500
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Ajuda,Lisboa,36.0,1100
Escritório  para arrendamento,Escritório,Torres Novas (Santa Maria,Salvador e Santiago),"Torres Novas, Santarém",30.0,150
Box/ Storage/ Mini Armazém ou Garagem por períodos sazonais,Armazém,Desconhecido,Gualtar,Braga,20.0,150
"Arrendo gabinete ao dia, mês ou comissão",Escritório,Amora,Seixal,Setúbal,15.0,150
Loja para arrendar no centro de Porto de Mós,Loja,Porto de Mós - São João Baptista e São Pedro,Porto de Mós,Leiria,22.3,150
Talaíde - Armazém com 12m² próximo ao Tagus Park.,Armazém,São Domingos de Rana,Cascais,Lisboa,12.0,150
Loja - Freguesia de Galegos - Penafiel,Escritório,Desconhecido,Penafiel,Porto,37.0,150
Escritórios em Miraflores - Algés,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",835.0,10855
Escritórios | Arquiparque - Edifício I,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",902.0,10824
Armazém Vialonga,Armazém,Vialonga,Vila Franca de Xira,Lisboa,1527.74,10694
Armazém c/ 2.600m2 – Carregado,Armazém,Carregado e Cadafais,Alenquer,Lisboa,2600.0,10660
Armazém para arrendar no Carregado,Armazém,Carregado e Cadafais,Alenquer,Lisboa,2600.0,10660
Armazém c/ 2.672m2 – Z. I. de Taboeira,Armazém,Desconhecido,Esgueira,Aveiro,2672.0,10650
Armazém Vialonga,Armazém,Vialonga,Vila Franca de Xira,Lisboa,1515.25,10606
Moradia T6 no Estoril,Moradia,Cascais e Estoril,Cascais,Lisboa,380.0,10500
Armazém para arrendamento - Zona Industrial de Oiã,Armazém,Oiã,Oliveira do Bairro,Aveiro,1913.0,10500
Apartamento T5 para arrendamento,Apartamento,Desconhecido,Avenidas Novas,Lisboa,396.0,10500
Loja com 650m2 nas Avenidas Novas,Loja,Desconhecido,Avenidas Novas,Lisboa,650.0,10500
MORADIA T6 EM ESTORIL,Moradia,Cascais e Estoril,Cascais,Lisboa,260.0,10500
"Moradia T6 para arrendamento mobilada, com jardim e piscina no Estoril",Moradia,Cascais e Estoril,Cascais,Lisboa,290.0,10500
"Comércio diverso em Lisboa de 1574,00 m2",Loja,São João das Lampas e Terrugem,Sintra,Lisboa,1574.0,10500
"Moradia T5 + 3 no centro do Estoril, com piscina e amplo ...",Moradia,Cascais e Estoril,Cascais,Lisboa,532.1,10500
"Moradia T5 + 3 no centro do Estoril, com piscina e amplo ...",Moradia,Cascais e Estoril,Cascais,Lisboa,532.1,10500
"Moradia T6 com piscina no Estoril, Cascais",Moradia,Cascais e Estoril,Cascais,Lisboa,290.26,10500
Escritórios | Arquiparque - Edifício I,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",872.0,10464
Arrendamento Escritório Duplex na Rua Braamcamp a 2 passo...,Escritório,Desconhecido,Santo António,Lisboa,518.0,10400
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Campolide,Lisboa,546.0,10375
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Campolide,Lisboa,546.0,10375
Arrendar Escritório Lisboa | 546 m2 | Edifício Malhoa 27,Escritório,Desconhecido,Campolide,Lisboa,546.0,10374
Amplo Espaço Comercial em Alvalade,Loja,Desconhecido,Alvalade,Lisboa,690.0,10200
Escritorio Pinheiro Manso,Escritório,Desconhecido,Ramalde,Porto,1142.0,16200
Escritório nas Avenidas Novas com estacionamento,Escritório,Desconhecido,Avenidas Novas,Lisboa,1252.0,16410
"Armazém P/ Arrendamento, Parque Industrial, Vendas Novas,...",Armazém,Desconhecido,Vendas Novas,Évora,5500.0,16500
Armazém para arrendar em Aveiras de Cima,Armazém,Aveiras de Cima,Azambuja,Lisboa,3690.0,16600
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,932.29,16781
Armazém c/ 5.500m2 – Z. I. Águeda Sul,Armazém,Aguada de Cima,Águeda,Aveiro,5500.0,16800
Apartamento T3+1 no Atlântico Residence,Apartamento,Cascais e Estoril,Cascais,Lisboa,268.0,16900
Mercearia para trespasse - Aveiro,Loja,Desconhecido,Santa Joana,Aveiro,50.0,17000
Armazém c/ 3 cais carga + portão | ARRENDA | Maia,Armazém,Castêlo da Maia,Maia,Porto,2535.0,17000
Armazém c/ 3 cais carga + portão | ARRENDA | Maia,Armazém,Castêlo da Maia,Maia,Porto,2535.0,17000
"ARRENDAR armazéns novos zona industrial Frielas, Lisboa",Armazém,Santo António dos Cavaleiros e Frielas,Loures,Lisboa,1700.0,17000
Moradia T8 para arrendamento,Moradia,Carcavelos e Parede,Cascais,Lisboa,511.0,17500
Moradia T4 para arrendamento,Moradia,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",476.0,17500
Armazém São Mamede Infesta,Armazém,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,6925.0,17500
Espaço Comercial - Loja - 628m2 nas Amoreiras,Loja,Desconhecido,Campo de Ourique,Lisboa,628.0,17500
Moradia T8 NO CENTRO DA PAREDE A 1KM DA PRAIA,Moradia,Carcavelos e Parede,Cascais,Lisboa,422.0,17500
Espaço Comercial - Loja - 628 m2 nas Amoreiras,Loja,Desconhecido,Campo de Ourique,Lisboa,628.0,17500
"Espaço comercial junto as Amoreiras com 628m2, Campo de O...",Loja,Desconhecido,Campo de Ourique,Lisboa,628.0,18000
"Ar. 3000m2 altura 4m arrenda R. Teófilo Braga, Portela Sa...",Armazém,Moscavide e Portela,Loures,Lisboa,3000.0,18000
Armazém 8.000 m2 de área coberta Vila Nova de Gaia,Armazém,Oliveira do Douro,Vila Nova de Gaia,Porto,8000.0,18000
Moradia Luxo na Quinta do Patino,Moradia,Alcabideche,Cascais,Lisboa,590.0,18000
"Moradia T7 no condomínio Quinta Patino, Cascais",Moradia,Alcabideche,Cascais,Lisboa,474.0,18000
T3 Novo - Mobilado - Condomínio privado - Campo Grande 200,Apartamento,Desconhecido,Alvalade,Lisboa,120.0,3500
Apartamento T2 em São João da Madeira,Apartamento,S. João da Madeira,São João da Madeira,Aveiro,82.0,800
"Apartamento T4+1 em S. Vitor, Braga.",Apartamento,Desconhecido,São Victor,Braga,126.0,1400
Armazém T0 para arrendamento,Armazém,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,721.0,3960
Armazém para arrendar em Carnaxide - Oeiras,Armazém,Carnaxide e Queijas,Oeiras,Lisboa,1844.0,11984
"Loja ou Armazém em Gondomar, com 56 m2 , no Alto do Soutelo",Armazém,Fânzeres e São Pedro da Cova,Gondomar,Porto,56.0,456
Loja em Alges com 139m2,Loja,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",139.0,1600
Loja  para arrendamento,Loja,Desconhecido,Marinha Grande,Leiria,1820.5,3276
T2 Centro de Espinho - Rua 18,Apartamento,Desconhecido,Espinho,Aveiro,90.0,1100
Arrendamento Armazém Sétubal - 600m2+1200m2 - Estrada dos Ciprestes,Loja,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,1800.0,2500
Apartamento T4 | Arrendar | Matosinhos Sul | Mobilado e equipado,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,201.0,3200
Moradia T3 em São Pedro do Estoril,Moradia,Cascais e Estoril,Cascais,Lisboa,167.0,3500
Arrenda-se 2 Armazéns na Agualva Cacém - Sintra,Armazém,Cacém e São Marcos,Sintra,Lisboa,1800.0,25000
ARRENDAMENTO T3 COM VISTA FANTÁSTICA TERRAÇO E BOX PARA 2 CARROS,Apartamento,Desconhecido,Parque das Nações,Lisboa,144.0,4200
Armazém com 1800 m2,Armazém,Desconhecido,Marrazes e Barosa,Leiria,1800.0,5950
Apartamento T3 para arrendamento,Apartamento,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",140.0,4650
Arrendar Excelente Armazém industrial logradouro Sintra,Armazém,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",1800.0,8000
"T1+1 em condomínio com terraço, piscina, sauna e ginásio",Apartamento,Costa da Caparica,Almada,Setúbal,60.0,1636
armazém 1800m2 altura 8m ponte rolante PT 5salas 3WC Sabugo Sintra,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",1800.0,11900
Apartamento T4 - Arrendamento,Apartamento,Antas e Abade de Vermoim,Vila Nova de Famalicão,Braga,223.5,2000
Armazém Indústria / Armazém,Armazém,Desconhecido,Marrazes e Barosa,Leiria,1800.0,5940
T2+1 Alameda Dom Afonso Henriques,Apartamento,Desconhecido,Areeiro,Lisboa,82.0,1650
Escritório/Loja em Queluz de Baixo,Loja,Barcarena,Oeiras,Lisboa,222.0,1850
Terreno c/Armazém,Armazém,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,1800.0,7500
T2+1 renovado com Terraço e 2 WC,Apartamento,Desconhecido,Avenidas Novas,Lisboa,83.0,1800
ARMAZÉM COM LICENÇA INDUSTRIAL C/1,Armazém,Sandim,Olival,"Lever e Crestuma, Vila Nova de Gaia, Porto",1800.0,1200000
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Alvalade,Lisboa,64.3,1900
Loja open space espaço comercial no Edificio do Pingo Doc...,Loja,Alverca do Ribatejo e Sobralinho,Vila Franca de Xira,Lisboa,1790.0,4300
T2 NOVO - PROXIMO da MARINA da AFURADA - ..........,Apartamento,Canidelo,Vila Nova de Gaia,Porto,108.0,1600
Armazém para Arrendamento bem Localizado.,Armazém,Montijo e Afonsoeiro,Montijo,Setúbal,1780.0,8000
Apartamento T1 a estrear!,Apartamento,Desconhecido,Marvila,Lisboa,79.0,2300
"2 Armazéns , Montijo, Setúbal, 1.776 m2",Armazém,Montijo e Afonsoeiro,Montijo,Setúbal,1776.0,8800
Espaço comercial único para arrenda no coração de Lisboa,Apartamento,Desconhecido,Avenidas Novas,Lisboa,292.0,5750
Armazém em Zona Industrial - AC 1.770 - AD 2.186,Armazém,Grijó e Sermonde,Vila Nova de Gaia,Porto,1770.0,6000
Espaço para Arrendamento (Bela Vista Retail Park),Loja,Cacém e São Marcos,Sintra,Lisboa,204.0,1990
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Misericórdia,Lisboa,90.0,1850
Excelente Escritório de 1739m2 com elevada qualidade em E...,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19000
Escritório para Arrendamento na Av. Fontes Pereira de Melo,Escritório,Desconhecido,Avenidas Novas,Lisboa,60.0,1800
Escritórios da Antiga Bolsa de Valores de Lisboa,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19395
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Marvila,Lisboa,39.4,1950
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19000
Espaço de escritórios ou espaço polivalente com 1.739m2 na Rua Soei...,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19000
"Stand Alone, Arrendamento, Vila do Conde",Loja,Desconhecido,Vila do Conde,Porto,1708.0,18800
Salas para Workshops - Terapeutas - Centro Porto,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",25.0,115
Coworking - Aluguer de espaços,Escritório,Desconhecido,Paranhos,Porto,62.0,110
"Gabinete Terapeutico - Pacote 10,5h Centro do Porto",Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",25.0,110
Escritório com vista rio e estacionamento - Lisboa,Escritório,Desconhecido,Ajuda,Lisboa,30.0,1000
Escritório com vista rio e estacionamento - Lisboa,Escritório,Desconhecido,Ajuda,Lisboa,30.0,1000
Escritório com vista rio e estacionamento - Lisboa,Escritório,Desconhecido,Ajuda,Lisboa,33.0,1000
Loja no centro do Porto,Loja,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",137.0,900
Loja com excelente área - Porto,Loja,Desconhecido,Ramalde,Porto,201.0,1800
Loja Junto aos Aliados - Porto,Loja,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",143.0,1900
Escritório centro - 2 gabinetes + sala + terraço,Escritório,Leiria,Pousos,"Barreira e Cortes, Leiria",80.0,400
Escritório na Estrela,Escritório,Desconhecido,Estrela,Lisboa,150.0,2500
Loja / Escritório Junto ao Jardim Municipal,Escritório,Buarcos e São Julião,Figueira da Foz,Coimbra,60.0,450
Loja / Escritório Junto ao Jardim Municipal,Escritório,Buarcos e São Julião,Figueira da Foz,Coimbra,50.0,400
Armazém | estacionamento de automóveis cave | Rua do prol...,Armazém,Carnaxide e Queijas,Oeiras,Lisboa,1589.0,4900
Andar de moradia T2 no Monte,Moradia,Monte,Funchal,Ilha da Madeira,85.0,900
Apartamento T2 - Arrendamento,Apartamento,Desconhecido,Santa Joana,Aveiro,95.0,850
Escritório em open space inserido em condomínio privado,Escritório,Póvoa de Santa Iria e Forte da Casa,Vila Franca de Xira,Lisboa,250.0,1500
Escritório com 249m2 no Edifício Atlas - Miraflores,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",220.0,2988
Escritório Av. Berna 7 m2,Escritório,Desconhecido,Avenidas Novas,Lisboa,7.0,295
T5 Primeira Linha de Mar - Matosinhos sul,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,267.0,3750
"Loja no Centro de Carnaxide, 268m2",Loja,Carnaxide e Queijas,Oeiras,Lisboa,255.0,4000
EXCLUSIVE OFFICE | PÓVOA DE LANHOSO,Escritório,Nossa Senhora do Amparo,Póvoa de Lanhoso,Braga,10.0,350
EXCLUSIVE OFFICE | PÓVOA DE LANHOSO,Escritório,Nossa Senhora do Amparo,Póvoa de Lanhoso,Braga,15.0,400
ESCRITÓRIO COM 60 m2 DE EXCELENTE LOCALIZAÇÃO,Escritório,Coimbra (Sé Nova,Santa Cruz,"Almedina e São Bartolomeu), Coimbra",60.0,500
T2 Mobilado Duplex-Bairro Alto,Apartamento,Desconhecido,Misericórdia,Lisboa,67.0,1300
Loja R\chão - Quinta da Portela,Loja,Desconhecido,Santo António dos Olivais,Coimbra,80.0,260000
Arrendamento,Apartamento,Fátima,Ourém,Santarém,12.0,400
T2 Remodelado junto á praia,Apartamento,Costa da Caparica,Almada,Setúbal,100.0,1700
"Loja / Estabelecimento Comercial em Porto de 7375,00 m2",Loja,Bougado (São Martinho e Santiago),Trofa,Porto,7375.0,15000
"Casa / Villa T6 em Lisboa de 670,00 m2",Moradia,Desconhecido,Estrela,Lisboa,670.0,15000
"Casa T5 em Lisboa de 890,00 m2",Moradia,Desconhecido,Belém,Lisboa,890.0,15000
Armazém 1854m2 (6 cais c/nivelador+2 rampas) + logradouro c/ 5613m2!,Armazém,Milheirós,Maia,Porto,1854.0,10197
Moradia T10 com jardim situada no Restelo,Moradia,Desconhecido,Belém,Lisboa,720.0,15000
Escritórios em Miraflores - Algés,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",810.7,10133
Escritório nas Avenidas Novas com estacionamento,Escritório,Desconhecido,Avenidas Novas,Lisboa,762.0,10040
"Armazém Zona Industrial da Maia, Setor II",Armazém,Castêlo da Maia,Maia,Porto,2000.0,10000
"Moradia Isolada T4 - Quinta da Pedra, Guia",Moradia,Cascais e Estoril,Cascais,Lisboa,206.0,15000
Edifício de escritórios para Arrendamento em Carnaxide,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,887.0,10000
"Armazém com vista para Av. AEP, Zona Industrial Porto",Armazém,Desconhecido,Ramalde,Porto,2000.0,15000
Edifico de escritórios em zona industrial comercial,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,887.0,10000
Espaço de coworking Parque das Nações Norte,Escritório,Desconhecido,Parque das Nações,Lisboa,100.0,150
Arrendamento de Espaço comercial na rua dos Clérigos. Baixa Porto,Loja,Desconhecido,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Viana do Castelo,516.0,15000
Loja  para arrendamento,Loja,Desconhecido,Ramalde,Porto,765.0,10000
Armazém para arrendar em Mem Martins - Sintra,Armazém,Algueirão-Mem Martins,Sintra,Lisboa,1600.0,15200
Moradia com piscina,Moradia,Cascais e Estoril,Cascais,Lisboa,312.0,10000
2 armazéns - C e D - 2845 m2,Armazém,Oliveira do Douro,Vila Nova de Gaia,Porto,2845.0,15280
Armazém na Zona Industrial da Trofa,Armazém,Bougado (São Martinho e Santiago),Trofa,Porto,4877.0,10000
Armazém novo 4 cais. 2845 m2.,Armazém,Oliveira do Douro,Vila Nova de Gaia,Porto,2845.0,15280
Armazém | ARRENDA | Trofa,Armazém,Bougado (São Martinho e Santiago),Trofa,Porto,4877.0,10000
Armazém com 2 cais | Arrendamento | VN Gaia (Oliveira do ...,Armazém,Oliveira do Douro,Vila Nova de Gaia,Porto,2846.0,15280
armazem no corvo,Armazém,Desconhecido,Corvo,Ilha do Corvo,100.0,10000
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,1031.32,15469
Espaço comercial com 875m2 várias áreas de negócio Algés,Loja,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",850.0,15500
"Loja para comércio, em edifício residencial, situada em p...",Loja,Desconhecido,Santa Maria Maior,Lisboa,350.0,10000
"Edifício p/ Comércio e Serviços, 2950m2. Portugal, Évora.",Armazém,Desconhecido,Malagueira e Horta das Figueiras,Évora,2950.0,15500
Edifício de escritório em Carnaxide. Com estacionamento p...,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,887.0,10000
Arrendamento de espaço comercial e/ou Loja,Loja,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",900.0,15500
