anuncio/propriedade,tipo,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
"T3 renovado e equipado | Verderena, Barreiro",Apartamento,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,86.0,1240
Furnished Apartment with balcony and parking in Lapa,Apartamento,ESTRELA,LISBOA,LISBOA,65.0,2000
T1 mobilado e totalmente equipado C Colombo e metro,Apartamento,BENFICA,LISBOA,LISBOA,25.0,1195
Apartamento T3 sem móveis nos Jardins da Parede com excel...,Apartamento,CARCAVELOS,CASCAIS,LISBOA,140.5,2200
Apartamento T2 para arrendamento sem móveis nas Avenidas Novas,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,121.2,3300
"Apartamento T3 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,142.3,3700
Apartamento T2 na Quinta de São Gonçalo,Apartamento,CARCAVELOS,CASCAIS,LISBOA,92.0,2200
Apartamento T3 para arrendamento mobilado e equipado em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,130.0,5000
Apartamento T1 duplex no Monte Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,80.0,2370
"Apartamento T2+1 em Câmara de Gaia, Próximo à Estação de Metro com ...",Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,105.0,1200
"Apartamento T2 para arrendamento mobilado em Belém, Lisboa",Apartamento,BELEM,LISBOA,LISBOA,96.8,1950
Apartamento T1 de luxo em Coimbra (Baixa),Apartamento,COIMBRA,SANTA CRUZ,COIMBRA,75.0,900
Apartamento T2 R/C Esposende,Apartamento,ESPOSENDE,MARINHAS,BRAGA,105.0,700
Arrenda-se Agualva simpático T2 a 5 min Estação Transportes,Apartamento,AGUALVA,SINTRA,LISBOA,70.0,850
Apartamento T1 em Coimbra (A56PL),Apartamento,EIRAS,EIRAS,COIMBRA,70.0,580
T2 Arrendamento * * Totalmente Mobilado * * arrendamento ...,Apartamento,SACAVEM,LOURES,LISBOA,70.0,2000
"Excelente T2 a estrear na Quinta dos Alcoutins, Lumiar",Apartamento,LUMIAR,LISBOA,LISBOA,127.5,1800
T3 Avenidas Novas,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,112.17,2300
T2 Matosinhos - em Cond.Fechado c/ Piscina e Ténis,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,100.0,1300
Apartamento T1 para arrendamento,Apartamento,LUMIAR,LISBOA,LISBOA,64.0,1050
Conforto em Benfica: Estúdio Mobilado e Moderno perto de tudo,Apartamento,BENFICA,LISBOA,LISBOA,25.0,1195
Excelente Apartamento,Apartamento,CEDOFEITA,PORTO,PORTO,55.3,990
"Apartamento, 85 m², Queluz e Belas",Apartamento,QUELUZ,SINTRA,LISBOA,85.0,1300
Apartamento T1 novo em condomínio fechado com piscina em Gaia,Apartamento,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,55.0,1150
Apartamento T3 para arrendamento,Apartamento,COSTA,GUIMARAES,BRAGA,167.0,1400
"Apartamento T2 - Av. Dr. Antunes Guimarães, próximo a avenida Boavista",Apartamento,ALDOAR,PORTO,PORTO,75.0,1500
Apartamento T3 para arrendamento,Apartamento,OLIVEIRA,GUIMARAES,BRAGA,180.0,1500
Excelente T2 com terraço - AMORA,Apartamento,AMORA,SEIXAL,SETUBAL,77.0,900
Estudio novo mobilado e equipado,Apartamento,VILAR DE ANDORINHO,VILA NOVA DE GAIA,PORTO,40.0,750
BAIXA DE PREÇO - Leceia - Barcarena | Ótima Moradia Bi-Familiar V4,Moradia,BARCARENA,OEIRAS,LISBOA,115.0,2200
Apartamento T2 para arrendamento,Apartamento,ALMADA,ALMADA,SETUBAL,73.0,1200
Apartamento T2 para arrendamento,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,82.0,2000
Arrendamento  T3,Apartamento,ALFENA,VALONGO,PORTO,130.0,2500
Moradia V3 em banda - Mexilhoeira Grande,Moradia,MEXILHOEIRA GRANDE,PORTIMAO,FARO,142.0,2500
T2 no Alto de Algés com vista rio,Apartamento,ALGES,OEIRAS,LISBOA,98.77,2200
Apartamento T3 em Arcozelo C/ Garagem,Apartamento,ARCOZELO,BARCELOS,BRAGA,92.0,800
T4 com 163m2 a 350 metros do metro dos Combatentes,Apartamento,PARANHOS,PORTO,PORTO,163.0,1350
Moradia T5 – ARRENDAMENTO – V. N. De Gaia – Carvalhos,Moradia,SERZEDO,VILA NOVA DE GAIA,PORTO,169.0,2500
Moradia T4 para arrendamento,Moradia,OEIRAS,OEIRAS,LISBOA,180.0,5750
Apartamento T5+1 com vista para o Parque Eduardo VII - Av...,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,230.0,5500
Apartamento T5 para arrendamento,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,253.8,5500
Moradia T5 C/Piscina Cerro azul,Moradia,MONCARAPACHO,OLHAO,FARO,240.0,5500
Moradia T4+1 em condomínio fechado com jardim e piscina p...,Moradia,ALCABIDECHE,CASCAIS,LISBOA,185.0,5500
Apartamento T3 para arrendamento,Apartamento,GRANDOLA,GRANDOLA,SETUBAL,120.0,1600
Apartamento T3 Com vistas amplas e garagem dupla nos Pinhais da Foz,Apartamento,ALDOAR,PORTO,PORTO,145.0,1800
Arrendamento Apartamento T3 Abraveses,Apartamento,ABRAVESES,ABRAVESES,VISEU,120.0,850
Apartamento T5 para arrendamento,Apartamento,ALGES,OEIRAS,LISBOA,107.81,1700
T0 para arrendamento,Apartamento,OLIVEIRA,GUIMARAES,BRAGA,25.0,450
T2 junto ao Largo do Conde Barão,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,40.0,900
T4 no Arrábida,Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,175.0,2200
"Arrendamento T2 em Oeiras, Figueirinha, Parque dos Poetas",Apartamento,OEIRAS,OEIRAS,LISBOA,90.0,1200
Moradia V2 a estrear (Piso 1) para arrendamento,Moradia,TONDELA,TONDELA,VISEU,110.0,650
Apartamento T0 para arrendamento,Apartamento,CEDOFEITA,PORTO,PORTO,34.78,1100
? Oportunidade Única! Apartamento de Luxo no Belas Clube de Campo ?,Apartamento,QUELUZ,SINTRA,LISBOA,217.0,3600
"Magnifico T2 Renovado com Pátio, varanda vista Rio - Lisboa",Apartamento,PENHA DE FRANCA,LISBOA,LISBOA,65.0,1650
Apartamento T1 para arrendamento,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,63.0,1900
Apartamento T2 na Rua da Madalena,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,81.2,2950
Moradia T3 para arrendamento - 1.600€ - Mobilada,Moradia,LEIRIA,LEIRIA,LEIRIA,108.0,1600
T2 na Rua Abranches Ferrão - Laranjeiras,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,106.0,1950
Apartamento T0 para arrendamento,Apartamento,CEDOFEITA,PORTO,PORTO,43.96,1500
T2+1 Mobilado + JARDIM 81m2 +GARAGEM - VISTA fabulosa par...,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,134.0,5500
Moradia T3 para arrendamento,Moradia,CASTANHEIRA DO RIBATEJO,VILA FRANCA DE XIRA,LISBOA,156.52,5500
Apartamento T3 de Luxo c/ Garagem e Piscina para Arrendam...,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,123.0,5500
"Apartamento T4 em Lisboa de 250,00 m2",Apartamento,MISERICORDIA,LISBOA,LISBOA,250.0,5500
Apartamento T4 para arrendamento,Apartamento,COIMBRA,SANTA CRUZ,COIMBRA,138.0,1300
Apartamento T1 para arrendamento no Príncipe Real,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,45.0,1500
Apartamento T2 Mobilado Condomínio Fechado - Sagres,Apartamento,ASSUNCAO,AJUDA,PORTALEGRE,61.0,1600
"Terreno com 4,5 Ha com armazem de 780 m2 + casa de habitacao em pedra",Moradia,ABRUNHOSA-A-VELHA,MANGUALDE,VISEU,780.0,1300
Apartamento T3 para arrendamento,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,123.21,5500
"Moradia T3 em Alcoitão, Cascais",Moradia,ALCABIDECHE,CASCAIS,LISBOA,194.0,5500
"Moradia V3 na Aldeia de Juzo, Cascais",Moradia,CASCAIS,CASCAIS,LISBOA,210.0,5350
Moradia T4 para arrendamento,Moradia,CASCAIS,CASCAIS,LISBOA,192.5,5350
Apartamento T3+2 no Saldanha com 356 m2 e dois lugares de garagem.,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,294.0,5300
Moradia com piscina para arrendar em Alvide,Moradia,CASCAIS,CASCAIS,LISBOA,275.0,5300
Apartamento T3 para arrendamento,Apartamento,MISERICORDIA,LISBOA,LISBOA,162.0,5300
"T1 a estrear Avenida do Parque, Parque da Cidade",Apartamento,ALDOAR,PORTO,PORTO,54.0,1350
T2 Renovado - Lavradio,Apartamento,BARREIRO,BARREIRO,SETUBAL,69.0,900
Moradia V3 - Parque da Cidade da Póvoa de Varzim,Moradia,AVER-O-MAR,AMORIM,PORTO,290.0,2850
Alugo Moradia T2,Moradia,GRANDOLA,GRANDOLA,SETUBAL,100.0,1000
Apartamento T1 - Arrendamento,Apartamento,BARREIRO,BARREIRO,SETUBAL,60.0,790
"T1 Aluguer, Cozinha Equipada, Sto Ant. Cavaleiros",Apartamento,SANTO ANTONIO DOS CAVALEIROS,LOURES,LISBOA,55.0,830
Arrendo moradia T1 duplex em Fafe.Equipada e mobilada.Area exterior.,Apartamento,ANTIME,FAFE,BRAGA,45.0,500
"T2 para arrendar em Celas, Coimbra",Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,65.0,750
T1-Qta. Lago-Piscinas Interior/exterior-Jacuzzi-Ginásio-Perto Praias.,Apartamento,ALMANCIL,LOULE,FARO,70.0,1250
Arrenda se Moradia,Moradia,MANGUALDE,MESQUITELA,VISEU,90.0,350
Alugo moradia T3,Moradia,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,280.0,500
"T3 restaurado em Montgeron com lug, garagem",Apartamento,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,97.0,1200
T1+1 duplex com 1 Suite + TERRAÇO no centro de CASCAIS,Apartamento,CASCAIS,CASCAIS,LISBOA,85.0,2000
Moradia T2 perto de Portalegre,Apartamento,RIBEIRA DE NISA,RIBEIRA DE NISA,PORTALEGRE,200.0,300
T1 para arrendar,Apartamento,RIO DE MOINHOS,BORBA,EVORA,40.0,300
Apartamento T2 com Suite em Santa Marta do Pinhal,Apartamento,CORROIOS,SEIXAL,SETUBAL,87.0,1200
T3 alcabideche sem móveis,Apartamento,ALCABIDECHE,CASCAIS,LISBOA,103.0,1250
Moradia T0 mobilada e equipada na Aldeia de Padrão,Moradia,ALMACEDA,ALMACEDA,CASTELO BRANCO,33.0,275
Moradia na Avenida da Boavista,Moradia,RAMALDE,PORTO,PORTO,259.0,5200
"Moradia para comércio ou serviços, Av. da Boavista-Porto",Moradia,CEDOFEITA,PORTO,PORTO,259.0,5200
Aluga se T2 centro histórico de Santa Comba Dão,Apartamento,SANTA COMBA DAO,SANTA COMBA DAO,VISEU,75.0,285
Loft Renovado e Mobilado em Marvila,Apartamento,MARVILA,LISBOA,LISBOA,127.0,3800
Arrenda-se apartamento T1 Tondela,Apartamento,TONDELA,TONDELA,VISEU,52.0,630
T2+1 Condominio Fechado | Boavista | Terraço,Apartamento,CEDOFEITA,PORTO,PORTO,92.0,1400
Moradia T3 perto da serra da estrela,Moradia,VELA,VELA,GUARDA,250.0,500
Aluga se T0 renovado,Apartamento,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,22.0,750
Arrenda-se Vivenda T3 Urb Corvinhos - Altura - Algarve (Anual),Moradia,ALTURA,CASTRO MARIM,FARO,167.0,1300
T2 - Benfica ao Fonte Nova,Apartamento,ALVALADE,LISBOA,LISBOA,72.0,1150
Arrenda-se t1 tipo estúdio renovado e mobilado no centro de Lisboa,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,45.0,900
Andar de moradia T3 mobilada,Moradia,CALVELO,PONTE DE LIMA,VIANA DO CASTELO,110.0,700
"Arrendamento apartamento T1 - Real, Braga",Apartamento,NOGUEIRA,BRAGA,BRAGA,67.0,850
Apartamentro no cento do Montijo Duplex T2+1,Apartamento,MONTIJO,MONTIJO,SETUBAL,150.0,1350
Aluguer de estúdio 35m2 no centro do Porto,Apartamento,CEDOFEITA,PORTO,PORTO,35.0,650
T1+1 duplex todo mobilado em Alfama sem fiador,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,50.0,1150
T1+1 duplex Alfama mobilado,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,50.0,1200
T1+1 duplex mobilado em Alfama,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,60.0,1100
Apartamento T3 para arrendamento,Apartamento,SAO FELIX DA MARINHA,VILA NOVA DE GAIA,PORTO,129.0,1500
Apartamento T2 semi-novo com duas suítes - pronto a habitar - Lumiar -,Apartamento,LUMIAR,LISBOA,LISBOA,101.0,1600
"Espaçoso Apartamento T2+1 - Condomínio com Piscina, Ginásio e Squash -",Apartamento,CARNAXIDE,OEIRAS,LISBOA,154.0,2250
"Singular T2 duplex com piscina, totalmente mobilado e equipado",Apartamento,CAMPOLIDE,LISBOA,LISBOA,93.0,2900
Apartamento T2 Póvoa de Varzim NOVO Zona Balnear,Apartamento,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,145.0,1375
Apartamento T3 para arrendamento,Apartamento,BELEM,LISBOA,LISBOA,90.0,2150
Apartamento T2+1 - Renovado - Edifício Centenário - Campo...,Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,70.0,1450
"Apartamento T2 com varanda, em Campo de Ourique, Lisboa",Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,68.0,1800
T1-Villa Park,Apartamento,VENTEIRA,AMADORA,LISBOA,66.0,1250
Apartamento T4 no Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,186.0,5000
Moradia T4 de arquitetura contemporânea a estrear,Moradia,ALCABIDECHE,CASCAIS,LISBOA,266.0,5000
Apartamento T3 para arrendamento,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,194.0,5000
Moradia Térrea na Granja,Moradia,SAO FELIX DA MARINHA,VILA NOVA DE GAIA,PORTO,419.0,5000
Estudio Porto de Mos,Moradia,ALVADOS,PORTO DE MOS,LEIRIA,26.0,310
Arrendar t1 Aliados,Apartamento,CEDOFEITA,PORTO,PORTO,50.0,900
T0/Torres Vedras,Apartamento,TORRES VEDRAS,SANTIAGO,LISBOA,15.0,350
T3 Como Novo Alcochete Semi Equipado,Apartamento,ALCOCHETE,ALCOCHETE,SETUBAL,100.0,1250
Arrenda-se T4+1 Lisboa Avenida dos Estados Unidos da América,Apartamento,ALVALADE,LISBOA,LISBOA,140.0,2000
"Apartamento T3, com lugar de garagem, no centro do Porto.",Apartamento,BONFIM,BONFIM,PORTO,120.0,1900
Apartamento T2 para arrendamento,Apartamento,CARCAVELOS,CASCAIS,LISBOA,75.84,1600
T2 Duplex a 200m da estação de Campanhã,Apartamento,CAMPANHA,CAMPANHA,PORTO,74.0,1300
Apartamento T2 para arrendamento,Apartamento,RAMALDE,PORTO,PORTO,48.0,1500
Excelente Moradia Térrea V3 na Quinta da Marinha,Moradia,CASCAIS,CASCAIS,LISBOA,173.0,5800
Moradia T4 para arrendamento,Moradia,RAMALDE,PORTO,PORTO,164.0,3500
CARCAVELOS! Apartamento T3 Mobilado para Arrendar,Apartamento,CARCAVELOS,CASCAIS,LISBOA,120.0,1950
Apartamento T-4 Duplex - arrendamento temporário e férias,Apartamento,APULIA,ESPOSENDE,BRAGA,210.0,1500
"Apartamento T3, para arrendar",Apartamento,ALCOBACA,ALCOBACA,LEIRIA,115.0,600
Apartamento T3 para arrendamento,Apartamento,ALENQUER,ALENQUER,LISBOA,97.0,1500
Apartamento T2 para arrendamento,Apartamento,BELEM,LISBOA,LISBOA,96.6,2295
Apartamento T2 Renovado na Cidade da Maia.,Apartamento,CIDADE DA MAIA,MAIA,PORTO,74.0,1300
Apartamento T3 para arrendamento,Apartamento,POVOA DE SANTA IRIA,VILA FRANCA DE XIRA,LISBOA,80.0,1200
Apartamento T2 para arrendamento,Apartamento,COIMBRA,SANTA CRUZ,COIMBRA,65.0,800
Apartamento T3 para arrendamento,Apartamento,LORDELO DO OURO,PORTO,PORTO,176.0,2000
Apartamento T4 para arrendamento,Apartamento,PARANHOS,PORTO,PORTO,180.0,2650
Apartamento T3 para arrendamento,Apartamento,OLHAO,OLHAO,FARO,114.91,1400
"Apartamento T3 Arrendamento em Oliveira do Douro,Vila Nova de Gaia",Apartamento,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,108.0,870
Apartamento T2 para arrendamento,Apartamento,CASCAIS,CASCAIS,LISBOA,103.0,2200
Apartamento T2 para arrendamento,Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,140.0,2600
Apartamento T3 no Centro de Gaia,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,127.0,1400
T2 com Vista Rio e dois lugares de estacionamento,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,87.0,1745
Apartamento T4 para arrendamento,Apartamento,SANTA CLARA,LISBOA,LISBOA,182.0,2500
"T3 remodelado, com terraço e varanda, mobilado e equipado a estrear",Apartamento,SAO VICTOR,SAO VICTOR,BRAGA,85.0,1100
Moradia T2 para arrendamento em Ílhavo,Moradia,ILHAVO,ILHAVO,AVEIRO,109.95,1200
"T2 Canelas / Gaia, varanda, lareira, suite, Lugar de Garagem",Apartamento,CANELAS,VILA NOVA DE GAIA,PORTO,109.4,785
Apartamento T3 no Seixal Baía,Apartamento,SEIXAL,ARRENTELA,SETUBAL,137.0,2000
Apartamento Benfica Rua dos Arneiros,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,70.0,1100
Apartamento T2 Duplex no Chiado Excelente Localização,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,127.0,3100
"Apartamento T4 para Arrendamento, localizado em Paranhos, Porto",Apartamento,PARANHOS,PORTO,PORTO,174.0,1400
Moradia T3 independente em Vila Nova de Santo Estêvão,Moradia,SANTO ESTEVAO,BENAVENTE,SANTAREM,301.0,3750
Apartamento T1 no Edifício Ocean Terrace,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,55.0,1550
T2 Remodelado e semi mobilado,Apartamento,MINA DE AGUA,AMADORA,LISBOA,57.66,1240
Apartamento T3 na Rua do Campo Alegre no Porto,Apartamento,LORDELO DO OURO,PORTO,PORTO,132.5,1500
Arrenda-se Espaçoso T4 nas Avenidas Novas: Conforto e Localização Priv,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,160.0,4000
Apartamento T3 para arrendamento em Aveiro,Apartamento,GLORIA,AVEIRO,AVEIRO,142.0,1500
Arrendamento T3 Lisboa,Apartamento,ARROIOS,LISBOA,LISBOA,128.0,2600
"APARTAMENTO T2+1, MOBILADO E EQUIPADO",Apartamento,SANTO ANTONIO,LISBOA,LISBOA,80.0,2400
"Apartamento T3 de Luxo, Equipado, com Garagem e Elevadores",Apartamento,NOGUEIRA,BRAGA,BRAGA,120.0,1300
Arrendamento - T2 em Algés com vista Soberba,Apartamento,ALGES,OEIRAS,LISBOA,113.0,3000
T2- ARRENDAMENTO - CHANTRE,Apartamento,CIDADE DA MAIA,MAIA,PORTO,80.0,950
"T1 novo a estrear, na prestigiada urbanização Prata Riverside Village.",Apartamento,MARVILA,LISBOA,LISBOA,41.0,1500
Apartamento T2 com Lugares de Garagem em Gaia,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,122.0,1980
Apartamento T3 Vila Franca de Xira,Apartamento,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,LISBOA,139.0,1600
"T3 Av. Boavista Arrendamento, Mobilado e Equipado c/Lugar de Garagem",Apartamento,LORDELO DO OURO,PORTO,PORTO,146.0,2300
Apartamento T3 para arrendamento,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,142.0,2600
Arrendamento Apartamento T2 em Urbanização Malvarosa Parque - Alverca,Apartamento,ALVERCA DO RIBATEJO,VILA FRANCA DE XIRA,LISBOA,100.0,1400
Moradia T5 para arrendamento,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,220.0,5750
Moradia T3 Foz Velha p/arrendar,Moradia,ALDOAR,PORTO,PORTO,180.0,5000
Moradia T2 para arrendamento,Moradia,MOZELOS,SANTA MARIA DA FEIRA,AVEIRO,300.0,5000
Moradia T4 com jardim e piscina junto à Lagoa de Óbidos,Moradia,VAU,OBIDOS,LEIRIA,226.0,5000
"Apartamento T3 em condomínio no Estoril, em Cascais",Apartamento,CASCAIS,CASCAIS,LISBOA,200.0,5000
Condomínio com segurança 24h. Excelente estado! 2 grandes...,Apartamento,SANTA CLARA,LISBOA,LISBOA,141.0,1850
Vilamoura - apartamento com piscina /apartment near the beach,Apartamento,QUARTEIRA,LOULE,FARO,161.9,2500
T3 c/ Terraço de 1º andar Junto á Praça Nova da Nova Leiria.,Apartamento,MARRAZES,MARRAZES,LEIRIA,97.62,750
"T3 para arrendamento, completamente equipado e mobilado de forma moder",Apartamento,LUMIAR,LISBOA,LISBOA,125.0,2650
"Apartamento, 145 m², Almada, Cova da Piedade, Pragal e Cacilhas",Apartamento,ALMADA,ALMADA,SETUBAL,145.0,2200
Apartamento T1 - Guimarães - Universidade do Minho - Mobilado e Equipa,Apartamento,SAO TORCATO,GUIMARAES,BRAGA,41.0,750
Apartamento T3 Quinta do Patrimonio - Sacavém - Lisboa,Apartamento,SACAVEM,LOURES,LISBOA,115.0,1600
Apartamento T3 para arrendamento,Apartamento,AREEIRO,LISBOA,LISBOA,114.0,2250
T1 Mobilado Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,82.0,1700
"Espaço Para Restauração Junto Ao Campo Santana, Lisboa",Apartamento,ARROIOS,LISBOA,LISBOA,300.0,5000
Apartamento T2 para arrendamento,Apartamento,SEIXAL,ARRENTELA,SETUBAL,75.0,1200
Moradia T3 para Arrendamento na Azoia - Vista Frontal de mar,Moradia,COLARES,SINTRA,LISBOA,260.0,4995
Apartamento t4 bairro do Rosário,Apartamento,CASCAIS,CASCAIS,LISBOA,190.0,4900
Apartamento T4 de Charme Remodelado,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,171.0,4900
Apartamento T3 para arrendamento,Apartamento,OLIVAIS,LISBOA,LISBOA,111.87,3700
"Apartamento T3, Porto, Arrendamento",Apartamento,LORDELO DO OURO,PORTO,PORTO,109.0,1950
Apartamento T4 para arrendamento,Apartamento,BELEM,LISBOA,LISBOA,132.8,2950
Apartamento T4 para arrendamento,Apartamento,SACAVEM,LOURES,LISBOA,160.0,2000
Apartamento T3 para arrendamento,Apartamento,MADALENA,VILA NOVA DE GAIA,PORTO,145.0,3500
Apartamento T3 para arrendamento,Apartamento,AREEIRO,LISBOA,LISBOA,110.0,3000
Apartamento T3 para arrendamento,Apartamento,RAMALDE,PORTO,PORTO,131.5,1500
Apartamento T2 para arrendamento,Apartamento,LUMIAR,LISBOA,LISBOA,113.0,1800
Apartamento T2 para arrendamento,Apartamento,BENFICA,LISBOA,LISBOA,74.0,1300
Apartamento T3 para arrendamento,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,131.87,2400
"Apartamento T3, como novo, cozinha equipada,  garagem, Quinta do Lambe",Apartamento,LUMIAR,LISBOA,LISBOA,93.0,1950
NOVA CONSTRUÇÃO Villas Pateo do Amial condomínio fechado T0 Mezzanino,Apartamento,SAO MAMEDE DE INFESTA,MATOSINHOS,PORTO,40.0,850
Estúdio I Novo I Mobilado e equipado I Hospital de São João I Arrendam,Apartamento,PARANHOS,PORTO,PORTO,34.0,900
"T4 em Campo de Ourique, Lisboa – Uma Jóia Urbana Com Conforto Moder...",Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,140.0,2500
Moradia T3 para Arrendamento Anual em Lagos,Moradia,SAO GONCALO DE LAGOS,LAGOS,FARO,115.0,3500
NOVA CONSTRUÇÃO Villas Pateo do Amial condomínio fechado T0 Mezzanino,Moradia,SAO MAMEDE DE INFESTA,MATOSINHOS,PORTO,40.0,850
Moradia T4 para arrendamento,Moradia,SINTRA,SINTRA,LISBOA,167.7,2750
T2 para arrendamento na Avenida Bento de Freitas,Apartamento,VILA DO CONDE,VILA DO CONDE,PORTO,81.0,920
Apartamento T0 para arrendamento,Apartamento,CAMPOLIDE,LISBOA,LISBOA,48.0,1800
MORADIA T9 QUINTINHA LICENCIADA PARA ALOJAMENTO LOCAL A 5 KM DO SAN...,Moradia,FATIMA,OUREM,SANTAREM,664.0,4000
Apartamento T3 para arrendamento,Apartamento,ESTRELA,LISBOA,LISBOA,145.0,2800
T2 arrendamento São Domingos de Benfica,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,75.0,1300
Apartamento T0  Mobilado Equipado  Centro de Matosinhos,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,50.0,1000
Apartamento T2 em Rio Tinto para arrendamento,Apartamento,RIO TINTO,GONDOMAR,PORTO,76.0,810
Apartamento T2 para arrendamento,Apartamento,ALVALADE,LISBOA,LISBOA,99.0,2200
"T2 Com terraço, em condomínio com jardim e piscina/Praia de Mindelo",Apartamento,MINDELO,VILA DO CONDE,PORTO,93.0,1000
"Pinhal Novo, 1º andar 4 assoalhadas mobilado elevador junto piscinas.",Apartamento,PINHAL NOVO,PALMELA,SETUBAL,125.0,900
Requintado apartamento para arrendamento,Apartamento,MARINHA GRANDE,MARINHA GRANDE,LEIRIA,140.0,1150
Apartamento T0 para arrendamento,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,41.57,600
Penthouse de luxo,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,300.0,4900
Moradia T5+1 Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,232.0,4900
"Moradia T5 com jardim na Ribeira de Sintra, Sintra",Moradia,SINTRA,SINTRA,LISBOA,230.0,4850
T3 com vista,Apartamento,ESTRELA,LISBOA,LISBOA,160.0,4800
Moradia T3 para arrendamento,Moradia,NOGUEIRA,BRAGA,BRAGA,630.0,3000
Arrendo apartamento T1,Apartamento,SE,SANTA MARIA,BRAGANCA,40.0,400
Moradia T2 para arrendamento,Moradia,SINES,SINES,SETUBAL,66.2,1200
T3 em Mem Martins,Apartamento,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,125.0,1300
Apartamento T2 para arrendamento,Apartamento,CIDADE DA MAIA,MAIA,PORTO,63.0,1000
Uma casa de família num dos bairros mais agradáveis de Lisboa.,Moradia,BELEM,LISBOA,LISBOA,174.0,3200
Apartamento T4 para arrendamento,Apartamento,CARNIDE,LISBOA,LISBOA,153.0,2600
Armazém ZI | Alfena,Apartamento,ALFENA,VALONGO,PORTO,600.0,2750
Espaço Comercial para Arrendamento – Cedofeita – Porto,Apartamento,CEDOFEITA,PORTO,PORTO,122.27,4500
Excelente apartamento T3 + 1 para arrendar na zona central de Almada,Apartamento,ALMADA,ALMADA,SETUBAL,85.0,1300
Apartamento T2 no Bairro Norton de Matos,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,75.6,720
Moradia T3 mobilada e equipada no Escampado de São Miguel...,Moradia,ANSIAO,ANSIAO,LEIRIA,207.0,850
Exclusividade à Beira-Mar: Luxuoso Apartamento Duplex com Vistas Deslu,Apartamento,CASCAIS,CASCAIS,LISBOA,131.0,4500
