anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
Moradia T4+1 em condomínio fechado com jardim e piscina p...,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,185.0,5500
Apartamento T3 para arrendamento,Apartamento,150506,GRANDOLA,GRANDOLA,SETUBAL,120.0,1600
Apartamento T3 Com vistas amplas e garagem dupla nos Pinhais da Foz,Apartamento,131216,ALDOAR,PORTO,PORTO,145.0,1800
Apartamento T5 para arrendamento,Apartamento,111012,ALGES,OEIRAS,LISBOA,107.81,1700
T0 para arrendamento,Apartamento,30884,OLIVEIRA,GUIMARAES,BRAGA,25.0,450
T2 junto ao Largo do Conde Barão,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,40.0,900
T4 no Arrábida,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,175.0,2200
"Arrendamento T2 em Oeiras, Figueirinha, Parque dos Poetas",Apartamento,111014,OEIRAS,OEIRAS,LISBOA,90.0,1200
Moradia V2 a estrear (Piso 1) para arrendamento,Moradia,182132,TONDELA,TONDELA,VISEU,110.0,650
Apartamento T0 para arrendamento,Apartamento,131217,CEDOFEITA,PORTO,PORTO,34.78,1100
? Oportunidade Única! Apartamento de Luxo no Belas Clube de Campo ?,Apartamento,111126,QUELUZ,SINTRA,LISBOA,217.0,3600
"Magnifico T2 Renovado com Pátio, varanda vista Rio - Lisboa",Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,65.0,1650
Apartamento T1 para arrendamento,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,63.0,1900
Apartamento T2 na Rua da Madalena,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,81.2,2950
Moradia T3 para arrendamento - 1.600€ - Mobilada,Moradia,100933,LEIRIA,LEIRIA,LEIRIA,108.0,1600
T2 na Rua Abranches Ferrão - Laranjeiras,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,106.0,1950
Apartamento T0 para arrendamento,Apartamento,131217,CEDOFEITA,PORTO,PORTO,43.96,1500
T2+1 Mobilado + JARDIM 81m2 +GARAGEM - VISTA fabulosa par...,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,134.0,5500
Moradia T3 para arrendamento,Moradia,111414,CASTANHEIRA DO RIBATEJO,VILA FRANCA DE XIRA,LISBOA,156.52,5500
Apartamento T3 de Luxo c/ Garagem e Piscina para Arrendam...,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,123.0,5500
"Apartamento T4 em Lisboa de 250,00 m2",Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,250.0,5500
Apartamento T1 para arrendamento no Príncipe Real,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,45.0,1500
"Terreno com 4,5 Ha com armazem de 780 m2 + casa de habitacao em pedra",Moradia,180601,ABRUNHOSA-A-VELHA,MANGUALDE,VISEU,780.0,1300
Apartamento T3 para arrendamento,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,123.21,5500
"Moradia T3 em Alcoitão, Cascais",Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,194.0,5500
"Moradia V3 na Aldeia de Juzo, Cascais",Moradia,110508,CASCAIS,CASCAIS,LISBOA,210.0,5350
Moradia T4 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,192.5,5350
Apartamento T3+2 no Saldanha com 356 m2 e dois lugares de garagem.,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,294.0,5300
Moradia com piscina para arrendar em Alvide,Moradia,110508,CASCAIS,CASCAIS,LISBOA,275.0,5300
Apartamento T3 para arrendamento,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,162.0,5300
"T1 a estrear Avenida do Parque, Parque da Cidade",Apartamento,131216,ALDOAR,PORTO,PORTO,54.0,1350
T2 Renovado - Lavradio,Apartamento,150410,BARREIRO,BARREIRO,SETUBAL,69.0,900
Alugo Moradia T2,Moradia,150506,GRANDOLA,GRANDOLA,SETUBAL,100.0,1000
Apartamento T1 - Arrendamento,Apartamento,150410,BARREIRO,BARREIRO,SETUBAL,60.0,790
"T1 Aluguer, Cozinha Equipada, Sto Ant. Cavaleiros",Apartamento,110730,SANTO ANTONIO DOS CAVALEIROS,LOURES,LISBOA,55.0,830
Arrendo moradia T1 duplex em Fafe.Equipada e mobilada.Area exterior.,Apartamento,30739,ANTIME,FAFE,BRAGA,45.0,500
"T2 para arrendar em Celas, Coimbra",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,65.0,750
T1-Qta. Lago-Piscinas Interior/exterior-Jacuzzi-Ginásio-Perto Praias.,Apartamento,80801,ALMANCIL,LOULE,FARO,70.0,1250
Alugo moradia T3,Moradia,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,280.0,500
"T3 restaurado em Montgeron com lug, garagem",Apartamento,131315,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,97.0,1200
T1+1 duplex com 1 Suite + TERRAÇO no centro de CASCAIS,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,85.0,2000
T1 para arrendar,Apartamento,70303,RIO DE MOINHOS,BORBA,EVORA,40.0,300
Apartamento T2 com Suite em Santa Marta do Pinhal,Apartamento,151005,CORROIOS,SEIXAL,SETUBAL,87.0,1200
T3 alcabideche sem móveis,Apartamento,110501,ALCABIDECHE,CASCAIS,LISBOA,103.0,1250
Moradia na Avenida da Boavista,Moradia,131211,RAMALDE,PORTO,PORTO,259.0,5200
"Moradia para comércio ou serviços, Av. da Boavista-Porto",Moradia,131217,CEDOFEITA,PORTO,PORTO,259.0,5200
Aluga se T2 centro histórico de Santa Comba Dão,Apartamento,181411,SANTA COMBA DAO,SANTA COMBA DAO,VISEU,75.0,285
Loft Renovado e Mobilado em Marvila,Apartamento,110621,MARVILA,LISBOA,LISBOA,127.0,3800
Arrenda-se apartamento T1 Tondela,Apartamento,182132,TONDELA,TONDELA,VISEU,52.0,630
T2+1 Condominio Fechado | Boavista | Terraço,Apartamento,131217,CEDOFEITA,PORTO,PORTO,92.0,1400
Aluga se T0 renovado,Apartamento,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,22.0,750
Arrenda-se Vivenda T3 Urb Corvinhos - Altura - Algarve (Anual),Moradia,80404,ALTURA,CASTRO MARIM,FARO,167.0,1300
T2 - Benfica ao Fonte Nova,Apartamento,110654,ALVALADE,LISBOA,LISBOA,72.0,1150
Arrenda-se t1 tipo estúdio renovado e mobilado no centro de Lisboa,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,45.0,900
Andar de moradia T3 mobilada,Moradia,160714,CALVELO,PONTE DE LIMA,VIANA DO CASTELO,110.0,700
"Arrendamento apartamento T1 - Real, Braga",Apartamento,30377,NOGUEIRA,BRAGA,BRAGA,67.0,850
Apartamentro no cento do Montijo Duplex T2+1,Apartamento,150710,MONTIJO,MONTIJO,SETUBAL,150.0,1350
Aluguer de estúdio 35m2 no centro do Porto,Apartamento,131217,CEDOFEITA,PORTO,PORTO,35.0,650
T1+1 duplex todo mobilado em Alfama sem fiador,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,50.0,1150
T1+1 duplex Alfama mobilado,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,50.0,1200
T1+1 duplex mobilado em Alfama,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,60.0,1100
Apartamento T3 para arrendamento,Apartamento,131717,SAO FELIX DA MARINHA,VILA NOVA DE GAIA,PORTO,129.0,1500
Apartamento T2 semi-novo com duas suítes - pronto a habitar - Lumiar -,Apartamento,110618,LUMIAR,LISBOA,LISBOA,101.0,1600
"Espaçoso Apartamento T2+1 - Condomínio com Piscina, Ginásio e Squash -",Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,154.0,2250
"Singular T2 duplex com piscina, totalmente mobilado e equipado",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,93.0,2900
Apartamento T2 Póvoa de Varzim NOVO Zona Balnear,Apartamento,131315,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,145.0,1375
Apartamento T3 para arrendamento,Apartamento,110658,BELEM,LISBOA,LISBOA,90.0,2150
Apartamento T2+1 - Renovado - Edifício Centenário - Campo...,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,70.0,1450
"Apartamento T2 com varanda, em Campo de Ourique, Lisboa",Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,68.0,1800
T1-Villa Park,Apartamento,111517,VENTEIRA,AMADORA,LISBOA,66.0,1250
Apartamento T4 no Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,186.0,5000
Moradia T4 de arquitetura contemporânea a estrear,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,266.0,5000
Apartamento T3 para arrendamento,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,194.0,5000
Moradia Térrea na Granja,Moradia,131717,SAO FELIX DA MARINHA,VILA NOVA DE GAIA,PORTO,419.0,5000
Estudio Porto de Mos,Moradia,101615,ALVADOS,PORTO DE MOS,LEIRIA,26.0,310
Arrendar t1 Aliados,Apartamento,131217,CEDOFEITA,PORTO,PORTO,50.0,900
T3 Como Novo Alcochete Semi Equipado,Apartamento,150201,ALCOCHETE,ALCOCHETE,SETUBAL,100.0,1250
Arrenda-se T4+1 Lisboa Avenida dos Estados Unidos da América,Apartamento,110654,ALVALADE,LISBOA,LISBOA,140.0,2000
Apartamento T2 para arrendamento,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,75.84,1600
Apartamento T2 para arrendamento,Apartamento,131211,RAMALDE,PORTO,PORTO,48.0,1500
Excelente Moradia Térrea V3 na Quinta da Marinha,Moradia,110508,CASCAIS,CASCAIS,LISBOA,173.0,5800
Moradia T4 para arrendamento,Moradia,131211,RAMALDE,PORTO,PORTO,164.0,3500
CARCAVELOS! Apartamento T3 Mobilado para Arrendar,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,120.0,1950
Apartamento T-4 Duplex - arrendamento temporário e férias,Apartamento,30616,APULIA,ESPOSENDE,BRAGA,210.0,1500
"Apartamento T3, para arrendar",Apartamento,100121,ALCOBACA,ALCOBACA,LEIRIA,115.0,600
Apartamento T3 para arrendamento,Apartamento,110119,ALENQUER,ALENQUER,LISBOA,97.0,1500
Apartamento T2 para arrendamento,Apartamento,110658,BELEM,LISBOA,LISBOA,96.6,2295
Apartamento T2 Renovado na Cidade da Maia.,Apartamento,130619,CIDADE DA MAIA,MAIA,PORTO,74.0,1300
Apartamento T3 para arrendamento,Apartamento,111415,POVOA DE SANTA IRIA,VILA FRANCA DE XIRA,LISBOA,80.0,1200
Apartamento T3 para arrendamento,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,176.0,2000
Apartamento T4 para arrendamento,Apartamento,131210,PARANHOS,PORTO,PORTO,180.0,2650
Apartamento T3 para arrendamento,Apartamento,81003,OLHAO,OLHAO,FARO,114.91,1400
"Apartamento T3 Arrendamento em Oliveira do Douro,Vila Nova de Gaia",Apartamento,131712,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,108.0,870
Apartamento T2 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,103.0,2200
Apartamento T2 para arrendamento,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,140.0,2600
Apartamento T3 no Centro de Gaia,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,127.0,1400
T2 com Vista Rio e dois lugares de estacionamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,87.0,1745
Apartamento T4 para arrendamento,Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,182.0,2500
Moradia T2 para arrendamento em Ílhavo,Moradia,11008,ILHAVO,ILHAVO,AVEIRO,109.95,1200
"T2 Canelas / Gaia, varanda, lareira, suite, Lugar de Garagem",Apartamento,131703,CANELAS,VILA NOVA DE GAIA,PORTO,109.4,785
Apartamento Benfica Rua dos Arneiros,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,70.0,1100
Apartamento T2 Duplex no Chiado Excelente Localização,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,127.0,3100
"Apartamento T4 para Arrendamento, localizado em Paranhos, Porto",Apartamento,131210,PARANHOS,PORTO,PORTO,174.0,1400
Moradia T3 independente em Vila Nova de Santo Estêvão,Moradia,140503,SANTO ESTEVAO,BENAVENTE,SANTAREM,301.0,3750
Apartamento T1 no Edifício Ocean Terrace,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,55.0,1550
T2 Remodelado e semi mobilado,Apartamento,111516,MINA DE AGUA,AMADORA,LISBOA,57.66,1240
Apartamento T3 na Rua do Campo Alegre no Porto,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,132.5,1500
Arrenda-se Espaçoso T4 nas Avenidas Novas: Conforto e Localização Priv,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,160.0,4000
Apartamento T3 para arrendamento em Aveiro,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,142.0,1500
Arrendamento T3 Lisboa,Apartamento,110656,ARROIOS,LISBOA,LISBOA,128.0,2600
"APARTAMENTO T2+1, MOBILADO E EQUIPADO",Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,80.0,2400
"Apartamento T3 de Luxo, Equipado, com Garagem e Elevadores",Apartamento,30377,NOGUEIRA,BRAGA,BRAGA,120.0,1300
Arrendamento - T2 em Algés com vista Soberba,Apartamento,111012,ALGES,OEIRAS,LISBOA,113.0,3000
T2- ARRENDAMENTO - CHANTRE,Apartamento,130619,CIDADE DA MAIA,MAIA,PORTO,80.0,950
"T1 novo a estrear, na prestigiada urbanização Prata Riverside Village.",Apartamento,110621,MARVILA,LISBOA,LISBOA,41.0,1500
Apartamento T2 com Lugares de Garagem em Gaia,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,122.0,1980
Apartamento T3 Vila Franca de Xira,Apartamento,111409,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,LISBOA,139.0,1600
"T3 Av. Boavista Arrendamento, Mobilado e Equipado c/Lugar de Garagem",Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,146.0,2300
Apartamento T3 para arrendamento,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,142.0,2600
Arrendamento Apartamento T2 em Urbanização Malvarosa Parque - Alverca,Apartamento,111413,ALVERCA DO RIBATEJO,VILA FRANCA DE XIRA,LISBOA,100.0,1400
Moradia T5 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,220.0,5750
Moradia T3 Foz Velha p/arrendar,Moradia,131216,ALDOAR,PORTO,PORTO,180.0,5000
Moradia T2 para arrendamento,Moradia,10916,MOZELOS,SANTA MARIA DA FEIRA,AVEIRO,300.0,5000
Moradia T4 com jardim e piscina junto à Lagoa de Óbidos,Moradia,101207,VAU,OBIDOS,LEIRIA,226.0,5000
"Apartamento T3 em condomínio no Estoril, em Cascais",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,200.0,5000
Condomínio com segurança 24h. Excelente estado! 2 grandes...,Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,141.0,1850
Vilamoura - apartamento com piscina /apartment near the beach,Apartamento,80805,QUARTEIRA,LOULE,FARO,161.9,2500
"T3 para arrendamento, completamente equipado e mobilado de forma moder",Apartamento,110618,LUMIAR,LISBOA,LISBOA,125.0,2650
"Apartamento, 145 m², Almada, Cova da Piedade, Pragal e Cacilhas",Apartamento,150312,ALMADA,ALMADA,SETUBAL,145.0,2200
Apartamento T1 - Guimarães - Universidade do Minho - Mobilado e Equipa,Apartamento,30865,SAO TORCATO,GUIMARAES,BRAGA,41.0,750
Apartamento T3 Quinta do Patrimonio - Sacavém - Lisboa,Apartamento,110727,SACAVEM,LOURES,LISBOA,115.0,1600
Apartamento T3 para arrendamento,Apartamento,110655,AREEIRO,LISBOA,LISBOA,114.0,2250
T1 Mobilado Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,82.0,1700
"Espaço Para Restauração Junto Ao Campo Santana, Lisboa",Apartamento,110656,ARROIOS,LISBOA,LISBOA,300.0,5000
Moradia T3 para Arrendamento na Azoia - Vista Frontal de mar,Moradia,111105,COLARES,SINTRA,LISBOA,260.0,4995
Apartamento t4 bairro do Rosário,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,190.0,4900
Apartamento T4 de Charme Remodelado,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,171.0,4900
Apartamento T3 para arrendamento,Apartamento,110633,OLIVAIS,LISBOA,LISBOA,111.87,3700
"Apartamento T3, Porto, Arrendamento",Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,109.0,1950
Apartamento T4 para arrendamento,Apartamento,110658,BELEM,LISBOA,LISBOA,132.8,2950
Apartamento T4 para arrendamento,Apartamento,110727,SACAVEM,LOURES,LISBOA,160.0,2000
Apartamento T3 para arrendamento,Apartamento,131709,MADALENA,VILA NOVA DE GAIA,PORTO,145.0,3500
Apartamento T3 para arrendamento,Apartamento,110655,AREEIRO,LISBOA,LISBOA,110.0,3000
Apartamento T3 para arrendamento,Apartamento,131211,RAMALDE,PORTO,PORTO,131.5,1500
Apartamento T2 para arrendamento,Apartamento,110618,LUMIAR,LISBOA,LISBOA,113.0,1800
Apartamento T2 para arrendamento,Apartamento,110608,BENFICA,LISBOA,LISBOA,74.0,1300
Apartamento T3 para arrendamento,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,131.87,2400
"Apartamento T3, como novo, cozinha equipada,  garagem, Quinta do Lambe",Apartamento,110618,LUMIAR,LISBOA,LISBOA,93.0,1950
NOVA CONSTRUÇÃO Villas Pateo do Amial condomínio fechado T0 Mezzanino,Apartamento,130814,SAO MAMEDE DE INFESTA,MATOSINHOS,PORTO,40.0,850
Estúdio I Novo I Mobilado e equipado I Hospital de São João I Arrendam,Apartamento,131210,PARANHOS,PORTO,PORTO,34.0,900
"T4 em Campo de Ourique, Lisboa – Uma Jóia Urbana Com Conforto Moder...",Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,140.0,2500
NOVA CONSTRUÇÃO Villas Pateo do Amial condomínio fechado T0 Mezzanino,Moradia,130814,SAO MAMEDE DE INFESTA,MATOSINHOS,PORTO,40.0,850
Moradia T4 para arrendamento,Moradia,111128,SINTRA,SINTRA,LISBOA,167.7,2750
T2 para arrendamento na Avenida Bento de Freitas,Apartamento,131628,VILA DO CONDE,VILA DO CONDE,PORTO,81.0,920
Apartamento T0 para arrendamento,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,48.0,1800
MORADIA T9 QUINTINHA LICENCIADA PARA ALOJAMENTO LOCAL A 5 KM DO SAN...,Moradia,142106,FATIMA,OUREM,SANTAREM,664.0,4000
Apartamento T3 para arrendamento,Apartamento,110660,ESTRELA,LISBOA,LISBOA,145.0,2800
T2 arrendamento São Domingos de Benfica,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,75.0,1300
Apartamento T0  Mobilado Equipado  Centro de Matosinhos,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,50.0,1000
Apartamento T2 em Rio Tinto para arrendamento,Apartamento,130408,RIO TINTO,GONDOMAR,PORTO,76.0,810
Apartamento T2 para arrendamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,99.0,2200
"T2 Com terraço, em condomínio com jardim e piscina/Praia de Mindelo",Apartamento,131616,MINDELO,VILA DO CONDE,PORTO,93.0,1000
"Pinhal Novo, 1º andar 4 assoalhadas mobilado elevador junto piscinas.",Apartamento,150803,PINHAL NOVO,PALMELA,SETUBAL,125.0,900
Requintado apartamento para arrendamento,Apartamento,101001,MARINHA GRANDE,MARINHA GRANDE,LEIRIA,140.0,1150
Apartamento T0 para arrendamento,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,41.57,600
Penthouse de luxo,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,300.0,4900
Moradia T5+1 Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,232.0,4900
"Moradia T5 com jardim na Ribeira de Sintra, Sintra",Moradia,111128,SINTRA,SINTRA,LISBOA,230.0,4850
T3 com vista,Apartamento,110660,ESTRELA,LISBOA,LISBOA,160.0,4800
Moradia T3 para arrendamento,Moradia,30377,NOGUEIRA,BRAGA,BRAGA,630.0,3000
Moradia T2 para arrendamento,Moradia,151301,SINES,SINES,SETUBAL,66.2,1200
T3 em Mem Martins,Apartamento,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,125.0,1300
Apartamento T2 para arrendamento,Apartamento,130619,CIDADE DA MAIA,MAIA,PORTO,63.0,1000
Uma casa de família num dos bairros mais agradáveis de Lisboa.,Moradia,110658,BELEM,LISBOA,LISBOA,174.0,3200
Apartamento T4 para arrendamento,Apartamento,110611,CARNIDE,LISBOA,LISBOA,153.0,2600
Armazém ZI | Alfena,Apartamento,131501,ALFENA,VALONGO,PORTO,600.0,2750
Espaço Comercial para Arrendamento – Cedofeita – Porto,Apartamento,131217,CEDOFEITA,PORTO,PORTO,122.27,4500
Excelente apartamento T3 + 1 para arrendar na zona central de Almada,Apartamento,150312,ALMADA,ALMADA,SETUBAL,85.0,1300
Apartamento T2 no Bairro Norton de Matos,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,75.6,720
Moradia T3 mobilada e equipada no Escampado de São Miguel...,Moradia,100309,ANSIAO,ANSIAO,LEIRIA,207.0,850
Exclusividade à Beira-Mar: Luxuoso Apartamento Duplex com Vistas Deslu,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,131.0,4500
Apartamento T1 para arrendar no Heron Castilho,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,84.5,4500
Apartamento T3 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,144.0,4500
Moradia T3 para arrendamento,Moradia,111012,ALGES,OEIRAS,LISBOA,173.0,4500
Apartamento T4 para arrendamento,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,201.0,4500
"T2 com Varanda na Quinta do Texugo, Charneca de Caparica",Apartamento,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,83.0,1150
Apartamento T2 para arrendamento,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,48.0,1500
Apartamento T1 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,85.0,3500
Apartamento T2 Duplex Novo c/ Terraço - Amial,Apartamento,131210,PARANHOS,PORTO,PORTO,100.0,1200
Arrendamento T2 Olivais,Apartamento,110654,ALVALADE,LISBOA,LISBOA,38.0,1100
Apartamento T3 para arrendamento,Apartamento,81103,PORTIMAO,PORTIMAO,FARO,102.0,1800
Apartamento T3 - Junto à Av. Marquês de Pombal,Apartamento,100933,LEIRIA,LEIRIA,LEIRIA,106.0,700
Apartamento T4 para arrendamento,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,170.0,4500
T4 Vista desafogada Santo Antonio dos Cavaleiros Cidade Nova,Apartamento,110730,SANTO ANTONIO DOS CAVALEIROS,LOURES,LISBOA,90.0,1300
Moradia T3 para arrendamento,Moradia,150804,QUINTA DO ANJO,PALMELA,SETUBAL,255.0,4500
T3 para arrendar em Alto dos Moinhos- S. Domingos de Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,130.0,4500
Apartamento T3 - Valongo,Apartamento,131505,VALONGO,VALONGO,PORTO,110.0,950
Apartamento T3 mobilado e equipado ao lado da Pastelaria Arco-Irís,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,100.0,1000
"Casa / Villa T4 em Porto de 239,00 m2",Moradia,131218,LORDELO DO OURO,PORTO,PORTO,239.0,4500
"Apartamento T4 em Lisboa de 209,00 m2",Apartamento,110660,ESTRELA,LISBOA,LISBOA,209.0,4500
Moradia V4 para Arredamento  Bairro Encarnação / Olivais,Moradia,110633,OLIVAIS,LISBOA,LISBOA,220.0,4500
"Moradia T5 com jardim, no centro de Carnide, Lisboa",Moradia,110611,CARNIDE,LISBOA,LISBOA,270.0,4500
"Centro do Monte Estoril, edifício charmoso, t3 +1, vista ...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,4400
Monte Estoril Penthouse T3 com 180m2 e terraço virado à s...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,4400
"Penthouse T3 - Monte Estoril, Cascais.",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,160.0,4400
Moradia T3 para arrendamento,Moradia,111012,ALGES,OEIRAS,LISBOA,127.0,4300
Apartamento T4 junto à Avenida da Liberdade,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,154.9,4300
Apartamento T3 em condomínio em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,140.0,4300
APARTAMENTO T4 NAS TORRES DO RESTELO,Apartamento,110658,BELEM,LISBOA,LISBOA,150.0,4250
Apartamento T3 para arrendamento,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,120.0,4200
Moradia T3 para arrendamento,Moradia,141408,RIO MAIOR,RIO MAIOR,SANTAREM,81.0,950
Apartamento T2 para arrendamento,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,74.0,1300
Apartamento T3 para arrendamento,Apartamento,110633,OLIVAIS,LISBOA,LISBOA,114.0,1500
Moradia T2 para arrendamento,Moradia,80404,ALTURA,CASTRO MARIM,FARO,136.5,960
Apartamento T3 para arrendamento,Apartamento,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,168.0,1500
Apartamento T3 para arrendamento,Apartamento,111122,AGUALVA,SINTRA,LISBOA,120.0,1200
Apartamento T4 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,167.0,4000
Apartamento T0 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,39.0,1100
Apartamento T2 para arrendamento,Apartamento,110726,MOSCAVIDE,LOURES,LISBOA,51.0,1200
Apartamento T0 para arrendamento,Apartamento,80805,QUARTEIRA,LOULE,FARO,51.0,1000
Apartamento T1 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,66.0,1500
Apartamento T2 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,80.0,1850
Apartamento T3 para arrendamento,Apartamento,110618,LUMIAR,LISBOA,LISBOA,117.6,1950
Moradia T4 para arrendamento,Moradia,111608,PONTINHA,ODIVELAS,LISBOA,347.0,4200
"Apartamento T4 duplex com terraço, nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,142.0,4200
Moradia T3 para arrendamento,Moradia,110658,BELEM,LISBOA,LISBOA,130.0,4100
Amplo apartamento na Rua José Estevão,Apartamento,110656,ARROIOS,LISBOA,LISBOA,170.0,4100
"Luxury in Lapa · T2+1 · Breathtaking River Views, Modernist Opulence",Apartamento,110660,ESTRELA,LISBOA,LISBOA,130.0,4050
Apartamento T1 para arrendamento,Apartamento,141633,SANTAREM,SANTAREM,SANTAREM,39.0,750
Apartamento T1 para arrendamento,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,66.0,1200
Apartamento T2 para arrendamento em Benfica.,Apartamento,110608,BENFICA,LISBOA,LISBOA,145.0,4000
Apartamento T4 para arrendamento em Telheiras,Apartamento,110618,LUMIAR,LISBOA,LISBOA,164.65,4000
